Model,Validation,Accuracy,Balanced_Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC
Dynamic Decision Tree V3,Leave-One-District-Out,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.5189035916824196,0.5440174428595979
