,count,mean,std,min,25%,50%,75%,max
Temp_Range,78.0,18.41025641025641,3.198643776872006,9.800000000000004,16.325,18.450000000000003,19.95,27.1
Vegetation_Forest_Index,78.0,0.580318072612462,0.003678622080225064,0.5744964904323534,0.5771455190198521,0.5815913208063491,0.5840833285505913,0.5846481988365407
Rainfall_per_Elevation,78.0,16.798629725273702,15.568297509063662,0.0059960246060161,4.654506080796977,11.093729268221589,24.657235891971688,59.72647722930022
