Model,Validation,Accuracy,Balanced_Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC
Dynamic Random Forest,Leave-One-District-Out,0.5652173913043478,0.5652173913043479,0.5714285714285714,0.5217391304347826,0.5454545454545454,0.5444234404536862,0.5010365555255148
